Country,Sex,Year,Age group,Mean height,Mean height lower 95% uncertainty interval,Mean height upper 95% uncertainty interval,Mean height standard error
Ireland,Girls,2019,10,142.1776346,140.8799652,143.4896803,0.673731999
Ireland,Girls,2019,11,148.5511163,147.263819,149.8721874,0.668230952
Ireland,Girls,2019,12,154.2783702,152.9722527,155.6119023,0.677444365
Ireland,Girls,2019,13,158.3540078,156.981324,159.7311018,0.699594932
Ireland,Girls,2019,14,160.9540935,159.4781523,162.4022909,0.735910998
Ireland,Girls,2019,15,162.5204473,160.9599839,164.0356787,0.784673056
Ireland,Girls,2019,16,163.3627266,161.7165853,164.957683,0.828445292
Ireland,Girls,2019,17,163.7641135,162.1256198,165.3755601,0.843140687
Ireland,Girls,2019,18,164.0480278,162.3646741,165.7068573,0.850154922
Ireland,Girls,2019,19,164.4968527,162.6961825,166.3664816,0.948634612
